"id","clid","ssex","srace","sbirthq","sbirthy","treadssk","tmathssk","sesk"
1008,38,"female","white","2nd qtr - april,may,june",1980,485,602,"non-free lunch"
165,38,"male","white","4th qtr - oct,nov,dec",1979,453,559,"free lunch"
1440,38,"male","white","1st qtr - jan,feb,march",1980,425,506,"free lunch"
829,39,"male","white","1st qtr - jan,feb,march",1980,422,444,"non-free lunch"
2263,39,"female","black","2nd qtr - april,may,june",1980,382,454,"free lunch"
2117,39,"male","black","3rd qtr - july,aug,sept",1980,424,439,"free lunch"
1724,39,"female","white","2nd qtr - april,may,june",1980,418,463,"free lunch"
5,39,"male","white","2nd qtr - april,may,june",1980,431,454,"free lunch"
422,39,"female","white","3rd qtr - july,aug,sept",1980,400,439,"non-free lunch"
3076,39,"male","white","3rd qtr - july,aug,sept",1980,400,392,"non-free lunch"
1689,39,"female","white","2nd qtr - april,may,june",1980,431,439,"free lunch"
1695,39,"male","white","4th qtr - oct,nov,dec",1979,402,439,"non-free lunch"
1601,39,"female","white","4th qtr - oct,nov,dec",1979,416,412,"non-free lunch"
158,39,"female","white","3rd qtr - july,aug,sept",1980,393,429,"free lunch"
87,39,"male","white","3rd qtr - july,aug,sept",1980,386,399,"non-free lunch"
580,39,"male","white","2nd qtr - april,may,june",1980,393,439,"free lunch"
1968,39,"male","white","4th qtr - oct,nov,dec",1979,408,423,"free lunch"
3096,39,"female","white","3rd qtr - july,aug,sept",1980,403,444,"free lunch"
2648,39,"male","white","3rd qtr - july,aug,sept",1980,388,392,"free lunch"
1557,39,"female","white","2nd qtr - april,may,june",1980,418,434,"free lunch"
2154,39,"male","white","3rd qtr - july,aug,sept",1980,NA,NA,"non-free lunch"
1396,39,"male","white","2nd qtr - april,may,june",1980,447,506,"non-free lunch"
801,39,"female","white","3rd qtr - july,aug,sept",1980,395,405,"free lunch"
3698,39,"female","white","1st qtr - jan,feb,march",1980,400,423,"free lunch"
3376,39,"female","white","1st qtr - jan,feb,march",1979,419,439,"free lunch"
3392,39,"female","white","2nd qtr - april,may,june",1980,397,412,"free lunch"
3957,39,"male","white","3rd qtr - july,aug,sept",1980,384,429,"non-free lunch"
1609,40,"male","white","2nd qtr - april,may,june",1980,NA,NA,"non-free lunch"
2776,40,"male","white","3rd qtr - july,aug,sept",1980,483,559,"non-free lunch"
3414,40,"female","white","3rd qtr - july,aug,sept",1980,434,468,"free lunch"
1238,40,"female","white","3rd qtr - july,aug,sept",1980,605,576,"non-free lunch"
1102,40,"female","black","1st qtr - jan,feb,march",1980,474,500,"free lunch"
2119,40,"male","white","1st qtr - jan,feb,march",1980,465,506,"non-free lunch"
2463,40,"male","white","4th qtr - oct,nov,dec",1979,NA,NA,"non-free lunch"
1941,40,"male","white","3rd qtr - july,aug,sept",1980,NA,NA,"non-free lunch"
928,40,"female","white","4th qtr - oct,nov,dec",1979,419,489,"free lunch"
2596,40,"male","white","1st qtr - jan,feb,march",1980,487,520,"free lunch"
2327,40,"male","white","2nd qtr - april,may,june",1980,500,500,"non-free lunch"
191,40,"male","black","4th qtr - oct,nov,dec",1979,470,484,"free lunch"
427,40,"female","white","3rd qtr - july,aug,sept",1980,487,559,"free lunch"
748,40,"male","white","4th qtr - oct,nov,dec",1979,427,520,"non-free lunch"
1146,40,"female","black","3rd qtr - july,aug,sept",1980,500,494,"free lunch"
153,40,"male","white","2nd qtr - april,may,june",1980,NA,NA,"non-free lunch"
3759,40,"male","white","1st qtr - jan,feb,march",1980,478,547,"free lunch"
3224,40,"male","white","1st qtr - jan,feb,march",1979,467,489,"free lunch"
1484,40,"female","white","3rd qtr - july,aug,sept",1980,427,478,"non-free lunch"
1210,40,"female","black","1st qtr - jan,feb,march",1980,NA,NA,"non-free lunch"
441,40,"female","white","3rd qtr - july,aug,sept",1980,476,547,"non-free lunch"
1973,40,"male","white","1st qtr - jan,feb,march",1980,514,576,"non-free lunch"
1339,40,"male","white","1st qtr - jan,feb,march",1980,393,484,"non-free lunch"
914,40,"male","white","4th qtr - oct,nov,dec",1980,422,478,"free lunch"
3564,41,"male","white","3rd qtr - july,aug,sept",1980,NA,468,"non-free lunch"
3933,41,"male","white","3rd qtr - july,aug,sept",1980,411,484,"non-free lunch"
1235,41,"female","white","3rd qtr - july,aug,sept",1980,402,468,"free lunch"
4093,41,"female","white","3rd qtr - july,aug,sept",1980,437,513,"free lunch"
145,41,"male","white","3rd qtr - july,aug,sept",1980,433,513,"free lunch"
1120,41,"female","white","2nd qtr - april,may,june",1980,NA,NA,"non-free lunch"
3876,41,"female","white","4th qtr - oct,nov,dec",1979,458,559,"non-free lunch"
1762,41,"female","white","3rd qtr - july,aug,sept",1980,NA,NA,"free lunch"
2447,41,"female","white","3rd qtr - july,aug,sept",1980,NA,NA,"non-free lunch"
1837,41,"female","white","3rd qtr - july,aug,sept",1980,NA,547,"non-free lunch"
992,41,"male","white","4th qtr - oct,nov,dec",1979,437,536,"non-free lunch"
1635,41,"male","white","3rd qtr - july,aug,sept",1980,419,473,"free lunch"
268,41,"male","white","3rd qtr - july,aug,sept",1980,416,459,"free lunch"
1987,41,"male","white","1st qtr - jan,feb,march",1980,411,489,"free lunch"
2086,41,"female","white","4th qtr - oct,nov,dec",1979,545,626,"non-free lunch"
3277,41,"male","white","3rd qtr - july,aug,sept",1979,428,494,"non-free lunch"
76,41,"male","white","1st qtr - jan,feb,march",1980,422,528,"non-free lunch"
146,42,"male","white","4th qtr - oct,nov,dec",1979,436,473,"free lunch"
1230,42,"female","white","2nd qtr - april,may,june",1980,458,547,"non-free lunch"
2160,42,"female","white","4th qtr - oct,nov,dec",1979,478,536,"non-free lunch"
2637,42,"male","white","4th qtr - oct,nov,dec",1979,431,559,"free lunch"
2779,42,"female","white","1st qtr - jan,feb,march",1980,472,489,"non-free lunch"
3717,42,"female","white","1st qtr - jan,feb,march",1980,414,418,"free lunch"
761,42,"male","white","1st qtr - jan,feb,march",1978,393,418,"free lunch"
3530,42,"female","white","3rd qtr - july,aug,sept",1980,436,528,"non-free lunch"
544,42,"male","white","1st qtr - jan,feb,march",1980,443,500,"non-free lunch"
779,42,"female","white","1st qtr - jan,feb,march",1980,455,494,"non-free lunch"
664,42,"male","white","4th qtr - oct,nov,dec",1979,403,434,"non-free lunch"
431,42,"female","white","3rd qtr - july,aug,sept",1979,442,468,"free lunch"
2311,42,"female","white","4th qtr - oct,nov,dec",1979,483,559,"non-free lunch"
2906,42,"male","white","2nd qtr - april,may,june",1980,405,429,"free lunch"
509,42,"female","white","3rd qtr - july,aug,sept",1980,467,576,"non-free lunch"
2898,42,"female","white","2nd qtr - april,may,june",1980,474,559,"non-free lunch"
329,42,"male","white","3rd qtr - july,aug,sept",1980,445,494,"non-free lunch"
1431,42,"female","white","4th qtr - oct,nov,dec",1979,507,602,"non-free lunch"
3329,42,"male","black","1st qtr - jan,feb,march",1980,427,473,"free lunch"
2650,42,"female","white","4th qtr - oct,nov,dec",1979,428,500,"free lunch"
3923,42,"male","black","2nd qtr - april,may,june",1979,395,489,"free lunch"
3914,42,"male","white","3rd qtr - july,aug,sept",1980,NA,NA,"non-free lunch"
2470,42,"male","white","4th qtr - oct,nov,dec",1979,440,506,"free lunch"
3320,43,"female","white","3rd qtr - july,aug,sept",1980,476,520,"non-free lunch"
3201,43,"female","white","3rd qtr - july,aug,sept",1980,427,444,"non-free lunch"
2462,43,"male","white","3rd qtr - july,aug,sept",1980,419,449,"free lunch"
1630,43,"male","white","1st qtr - jan,feb,march",1980,434,473,"non-free lunch"
1912,43,"female","white","2nd qtr - april,may,june",1980,422,449,"non-free lunch"
865,43,"male","white","3rd qtr - july,aug,sept",1980,414,434,"non-free lunch"
2432,43,"female","white","3rd qtr - july,aug,sept",1980,445,449,"non-free lunch"
699,43,"male","black","1st qtr - jan,feb,march",1980,413,449,"non-free lunch"
1818,43,"female","black","3rd qtr - july,aug,sept",1980,442,439,"non-free lunch"
718,43,"male","white","2nd qtr - april,may,june",1980,455,489,"non-free lunch"
3608,43,"male","white","1st qtr - jan,feb,march",1980,439,459,"non-free lunch"
448,43,"female","white","2nd qtr - april,may,june",1980,398,449,"non-free lunch"
2809,43,"female","white","1st qtr - jan,feb,march",1980,442,468,"free lunch"
1268,43,"female","white","1st qtr - jan,feb,march",1980,424,449,"non-free lunch"
573,43,"female","white","3rd qtr - july,aug,sept",1980,NA,NA,"free lunch"
1280,43,"male","black","3rd qtr - july,aug,sept",1980,430,473,"free lunch"
3389,43,"female","white","1st qtr - jan,feb,march",1980,467,484,"non-free lunch"
84,43,"female","white","2nd qtr - april,may,june",1980,474,536,"non-free lunch"
310,43,"male","black","3rd qtr - july,aug,sept",1980,400,418,"free lunch"
879,43,"male","white","4th qtr - oct,nov,dec",1979,460,478,"non-free lunch"
1282,44,"female","white","2nd qtr - april,may,june",1980,532,559,"non-free lunch"
2895,44,"female","white","1st qtr - jan,feb,march",1980,424,468,"non-free lunch"
1615,44,"male","white","3rd qtr - july,aug,sept",1980,411,412,"free lunch"
3899,44,"female","white","4th qtr - oct,nov,dec",1979,424,484,"non-free lunch"
2258,44,"male","white","3rd qtr - july,aug,sept",1980,514,520,"non-free lunch"
1503,44,"female","white","3rd qtr - july,aug,sept",1980,NA,NA,"non-free lunch"
545,44,"female","white","1st qtr - jan,feb,march",1980,476,576,"non-free lunch"
319,44,"male","white","1st qtr - jan,feb,march",1980,397,449,"non-free lunch"
1496,44,"female","white","3rd qtr - july,aug,sept",1980,NA,NA,"free lunch"
2941,44,"male","white","3rd qtr - july,aug,sept",1980,402,439,"free lunch"
3872,44,"male","white","1st qtr - jan,feb,march",1980,413,489,"non-free lunch"
3019,44,"male","white","2nd qtr - april,may,june",1980,474,559,"non-free lunch"
1057,44,"female","white","4th qtr - oct,nov,dec",1981,554,626,"non-free lunch"
3436,44,"female","white","3rd qtr - july,aug,sept",1980,461,478,"non-free lunch"
3954,44,"female","white","1st qtr - jan,feb,march",1980,413,468,"non-free lunch"
2439,44,"female","white","1st qtr - jan,feb,march",1980,419,468,"non-free lunch"
570,44,"female","white","4th qtr - oct,nov,dec",1979,422,478,"non-free lunch"
3082,44,"male","white","3rd qtr - july,aug,sept",1979,419,489,"non-free lunch"
742,44,"female","white","1st qtr - jan,feb,march",1980,433,513,"non-free lunch"
3285,44,"male","white","2nd qtr - april,may,june",1980,425,484,"non-free lunch"
3780,44,"male","white","2nd qtr - april,may,june",1980,393,434,"free lunch"
1927,44,"male","white","3rd qtr - july,aug,sept",1980,424,463,"non-free lunch"
1333,44,"male","white","1st qtr - jan,feb,march",1980,382,444,"non-free lunch"
3592,45,"male","white","2nd qtr - april,may,june",1980,460,520,"free lunch"
2780,45,"male","white","1st qtr - jan,feb,march",1980,468,559,"non-free lunch"
3977,45,"male","white","2nd qtr - april,may,june",1980,460,494,"free lunch"
739,45,"female","black","2nd qtr - april,may,june",1980,455,473,"free lunch"
3111,45,"female","white","1st qtr - jan,feb,march",1980,450,484,"free lunch"
3852,45,"female","white","2nd qtr - april,may,june",1980,431,473,"non-free lunch"
3577,45,"female","white","4th qtr - oct,nov,dec",1979,500,559,"non-free lunch"
2704,45,"female","white","1st qtr - jan,feb,march",1980,467,513,"non-free lunch"
933,45,"female","white","4th qtr - oct,nov,dec",1979,428,484,"non-free lunch"
3620,45,"male","white","2nd qtr - april,may,june",1980,434,459,"non-free lunch"
1585,45,"female","white","1st qtr - jan,feb,march",1980,NA,NA,"non-free lunch"
1922,45,"male","white","4th qtr - oct,nov,dec",1979,455,494,"free lunch"
2854,45,"female","white","4th qtr - oct,nov,dec",1979,510,513,"non-free lunch"
1261,45,"female","white","1st qtr - jan,feb,march",1980,451,528,"non-free lunch"
185,45,"female","white","1st qtr - jan,feb,march",1980,518,602,"non-free lunch"
2105,45,"female","white","3rd qtr - july,aug,sept",1980,456,494,"non-free lunch"
3012,46,"male","white","2nd qtr - april,may,june",1980,463,528,"free lunch"
332,46,"male","white","2nd qtr - april,may,june",1980,470,536,"non-free lunch"
1290,46,"female","white","2nd qtr - april,may,june",1980,434,520,"non-free lunch"
3314,46,"male","white","1st qtr - jan,feb,march",1980,487,536,"free lunch"
3832,46,"female","white","2nd qtr - april,may,june",1980,465,576,"non-free lunch"
1309,46,"female","white","2nd qtr - april,may,june",1980,430,454,"non-free lunch"
1038,46,"male","white","4th qtr - oct,nov,dec",1979,456,506,"non-free lunch"
3626,46,"male","white","1st qtr - jan,feb,march",1980,431,463,"free lunch"
3911,46,"female","white","3rd qtr - july,aug,sept",1980,470,506,"free lunch"
3541,46,"female","white","1st qtr - jan,feb,march",1980,414,444,"free lunch"
3853,46,"female","white","1st qtr - jan,feb,march",1980,407,494,"free lunch"
1095,46,"male","white","1st qtr - jan,feb,march",1980,460,484,"free lunch"
362,46,"female","white","4th qtr - oct,nov,dec",1979,443,506,"non-free lunch"
1504,46,"female","white","3rd qtr - july,aug,sept",1980,413,412,"free lunch"
1003,46,"female","white","1st qtr - jan,feb,march",1980,422,494,"free lunch"
3362,46,"male","white","1st qtr - jan,feb,march",1980,522,536,"non-free lunch"
1081,46,"female","white","3rd qtr - july,aug,sept",1980,437,513,"non-free lunch"
1369,46,"female","white","1st qtr - jan,feb,march",1980,395,429,"free lunch"
798,46,"female","white","2nd qtr - april,may,june",1980,430,478,"non-free lunch"
2797,46,"female","white","1st qtr - jan,feb,march",1980,433,547,"free lunch"
3121,46,"male","white","1st qtr - jan,feb,march",1980,455,559,"non-free lunch"
1945,46,"male","white","3rd qtr - july,aug,sept",1980,413,454,"free lunch"
1390,47,"male","white","2nd qtr - april,may,june",1980,428,468,"non-free lunch"
856,47,"male","white","3rd qtr - july,aug,sept",1979,408,506,"free lunch"
678,47,"male","white","4th qtr - oct,nov,dec",1979,397,434,"free lunch"
1901,47,"female","white","4th qtr - oct,nov,dec",1979,419,500,"non-free lunch"
2208,47,"female","white","4th qtr - oct,nov,dec",1979,442,536,"non-free lunch"
653,47,"female","white","3rd qtr - july,aug,sept",1980,430,478,"non-free lunch"
1740,47,"male","white","2nd qtr - april,may,june",1980,447,528,"free lunch"
1745,47,"female","white","3rd qtr - july,aug,sept",1980,413,429,"free lunch"
3988,47,"female","other","3rd qtr - july,aug,sept",1980,408,423,"free lunch"
751,47,"male","white","1st qtr - jan,feb,march",1980,405,473,"free lunch"
1091,47,"male","white","4th qtr - oct,nov,dec",1979,456,513,"non-free lunch"
2768,47,"female","white","4th qtr - oct,nov,dec",1979,421,463,"free lunch"
1171,47,"female","white","2nd qtr - april,may,june",1980,439,536,"non-free lunch"
686,47,"male","white","1st qtr - jan,feb,march",1980,NA,NA,"free lunch"
3426,47,"male","white","1st qtr - jan,feb,march",1980,424,468,"non-free lunch"
3555,47,"female","white","3rd qtr - july,aug,sept",1980,390,434,"free lunch"
70,47,"male","white","3rd qtr - july,aug,sept",1980,413,463,"non-free lunch"
1890,47,"female","white","2nd qtr - april,may,june",1980,436,494,"free lunch"
549,47,"female","white","3rd qtr - july,aug,sept",1980,421,473,"non-free lunch"
2912,47,"male","white","1st qtr - jan,feb,march",1980,447,520,"non-free lunch"
3342,47,"female","white","2nd qtr - april,may,june",1980,418,439,"free lunch"
1252,47,"female","white","3rd qtr - july,aug,sept",1980,472,559,"non-free lunch"
1021,47,"male","white","1st qtr - jan,feb,march",1979,405,429,"free lunch"
2363,47,"female","white","2nd qtr - april,may,june",1980,453,520,"free lunch"
1841,48,"male","white","2nd qtr - april,may,june",1980,393,439,"free lunch"
2514,48,"female","white","2nd qtr - april,may,june",1980,447,473,"non-free lunch"
3397,48,"male","white","4th qtr - oct,nov,dec",1979,434,429,"free lunch"
2940,48,"female","white","1st qtr - jan,feb,march",1980,416,449,"free lunch"
2297,48,"male","white","2nd qtr - april,may,june",1980,403,399,"free lunch"
9,48,"male","white","1st qtr - jan,feb,march",1980,430,473,"non-free lunch"
1574,48,"male","white","2nd qtr - april,may,june",1979,467,576,"free lunch"
4049,48,"female","white","2nd qtr - april,may,june",1980,456,478,"non-free lunch"
1646,48,"female","white","3rd qtr - july,aug,sept",1980,411,444,"free lunch"
3830,48,"female","white","2nd qtr - april,may,june",1980,497,576,"free lunch"
3102,48,"male","white","3rd qtr - july,aug,sept",1980,442,463,"free lunch"
1169,48,"male","white","3rd qtr - july,aug,sept",1979,NA,478,"free lunch"
1515,48,"male","white","1st qtr - jan,feb,march",1979,414,449,"free lunch"
2566,48,"female","white","4th qtr - oct,nov,dec",1979,443,473,"non-free lunch"
2625,48,"female","white","4th qtr - oct,nov,dec",1979,465,484,"free lunch"
2769,48,"female","white","4th qtr - oct,nov,dec",1979,427,463,"free lunch"
2326,48,"female","white","4th qtr - oct,nov,dec",1979,434,NA,"free lunch"
2256,49,"male","black","2nd qtr - april,may,june",1980,424,489,"free lunch"
1552,49,"male","white","1st qtr - jan,feb,march",1980,463,513,"non-free lunch"
3090,49,"male","white","2nd qtr - april,may,june",1980,413,423,"free lunch"
2262,49,"female","white","4th qtr - oct,nov,dec",1979,410,429,"free lunch"
840,49,"female","white","2nd qtr - april,may,june",1980,430,494,"non-free lunch"
3934,49,"female","white","1st qtr - jan,feb,march",1980,407,434,"free lunch"
3243,49,"female","white","2nd qtr - april,may,june",1980,431,484,"non-free lunch"
1047,49,"male","white","4th qtr - oct,nov,dec",1979,439,478,"non-free lunch"
3209,49,"female","white","1st qtr - jan,feb,march",1980,NA,NA,"non-free lunch"
1897,49,"male","white","4th qtr - oct,nov,dec",1979,422,473,"free lunch"
50,49,"male","white","4th qtr - oct,nov,dec",1979,436,506,"free lunch"
2944,49,"female","white","1st qtr - jan,feb,march",1980,458,506,"non-free lunch"
2149,49,"male","white","3rd qtr - july,aug,sept",1979,425,444,"free lunch"
4027,49,"female","white","3rd qtr - july,aug,sept",1980,434,468,"free lunch"
2398,49,"male","white","4th qtr - oct,nov,dec",1979,458,576,"free lunch"
536,49,"male","white","2nd qtr - april,may,june",1980,425,449,"free lunch"
2671,49,"male","white","2nd qtr - april,may,june",1980,437,513,"non-free lunch"
373,49,"female","white","1st qtr - jan,feb,march",1980,421,468,"free lunch"
3419,49,"male","white","3rd qtr - july,aug,sept",1980,431,489,"free lunch"
2002,49,"male","white","1st qtr - jan,feb,march",1980,424,454,"non-free lunch"
3941,49,"male","white","4th qtr - oct,nov,dec",1979,427,459,"free lunch"
3219,49,"male","white","1st qtr - jan,feb,march",1980,461,454,"non-free lunch"
2333,49,"male","white","1st qtr - jan,feb,march",1980,427,489,"free lunch"
1371,50,"female","white","1st qtr - jan,feb,march",1980,430,459,"free lunch"
3739,50,"female","white","3rd qtr - july,aug,sept",1980,455,520,"non-free lunch"
3656,50,"male","white","3rd qtr - july,aug,sept",1980,410,459,"free lunch"
2909,50,"male","white","3rd qtr - july,aug,sept",1980,439,449,"non-free lunch"
1645,50,"male","white","3rd qtr - july,aug,sept",1980,NA,NA,"non-free lunch"
3371,50,"male","white","1st qtr - jan,feb,march",1980,425,429,"non-free lunch"
3582,50,"male","black","3rd qtr - july,aug,sept",1980,447,500,"non-free lunch"
2654,50,"male","white","2nd qtr - april,may,june",1980,427,520,"non-free lunch"
3470,50,"female","white","4th qtr - oct,nov,dec",1979,451,520,"non-free lunch"
2984,50,"female","white","4th qtr - oct,nov,dec",1979,410,468,"non-free lunch"
3803,50,"male","white","3rd qtr - july,aug,sept",1980,434,459,"non-free lunch"
3327,50,"male","white","2nd qtr - april,may,june",1979,439,536,"non-free lunch"
1063,50,"female","white","3rd qtr - july,aug,sept",1980,400,434,"free lunch"
1501,50,"female","white","4th qtr - oct,nov,dec",1979,403,478,"non-free lunch"
2970,50,"male","white","4th qtr - oct,nov,dec",1979,403,489,"non-free lunch"
21,50,"male","white","3rd qtr - july,aug,sept",1980,416,513,"non-free lunch"
2280,50,"male","white","1st qtr - jan,feb,march",1980,405,459,"non-free lunch"
542,50,"male","white","3rd qtr - july,aug,sept",1980,443,536,"free lunch"
3693,50,"male","white","3rd qtr - july,aug,sept",1980,416,454,"non-free lunch"
2157,50,"male","white","2nd qtr - april,may,june",1980,407,449,"non-free lunch"
150,50,"female","white","2nd qtr - april,may,june",1980,419,459,"non-free lunch"
3501,50,"male","white","4th qtr - oct,nov,dec",1979,NA,NA,"free lunch"
3364,50,"male","white","1st qtr - jan,feb,march",1980,408,423,"free lunch"
3260,51,"male","black","3rd qtr - july,aug,sept",1980,398,405,"free lunch"
4045,51,"female","black","1st qtr - jan,feb,march",1980,397,399,"free lunch"
596,51,"male","white","1st qtr - jan,feb,march",1980,402,418,"non-free lunch"
2110,51,"female","black","3rd qtr - july,aug,sept",1980,413,468,"free lunch"
2651,51,"female","white","3rd qtr - july,aug,sept",1980,397,418,"non-free lunch"
460,51,"male","white","3rd qtr - july,aug,sept",1980,382,423,"non-free lunch"
3833,51,"male","white","1st qtr - jan,feb,march",1980,434,459,"non-free lunch"
2451,51,"female","am. indian","3rd qtr - july,aug,sept",1980,395,412,"free lunch"
474,51,"male","white","2nd qtr - april,may,june",1980,382,384,"non-free lunch"
3386,51,"female","white","3rd qtr - july,aug,sept",1979,410,500,"non-free lunch"
1861,51,"male","black","1st qtr - jan,feb,march",1980,405,444,"non-free lunch"
2051,51,"female","white","4th qtr - oct,nov,dec",1979,408,468,"non-free lunch"
3114,51,"female","white","3rd qtr - july,aug,sept",1980,405,463,"free lunch"
1902,51,"male","black","2nd qtr - april,may,june",1980,393,423,"free lunch"
2551,51,"male","black","1st qtr - jan,feb,march",1980,400,444,"free lunch"
697,51,"female","black","1st qtr - jan,feb,march",1980,407,439,"non-free lunch"
3202,51,"female","white","3rd qtr - july,aug,sept",1980,398,418,"free lunch"
707,51,"male","black","2nd qtr - april,may,june",1980,424,429,"free lunch"
1761,51,"female","white","1st qtr - jan,feb,march",1980,384,412,"non-free lunch"
2696,51,"male","white","2nd qtr - april,may,june",1980,393,423,"non-free lunch"
1111,51,"female","white","1st qtr - jan,feb,march",1980,405,429,"non-free lunch"
3813,51,"female","black","3rd qtr - july,aug,sept",1980,388,412,"free lunch"
1671,51,"male","black","1st qtr - jan,feb,march",1980,378,392,"free lunch"
1341,52,"female","white","4th qtr - oct,nov,dec",1979,442,547,"non-free lunch"
1061,52,"female","white","1st qtr - jan,feb,march",1980,445,449,"non-free lunch"
4080,52,"female","white","3rd qtr - july,aug,sept",1980,442,468,"non-free lunch"
3627,52,"female","white","4th qtr - oct,nov,dec",1979,437,559,"free lunch"
3446,52,"male","white","1st qtr - jan,feb,march",1979,391,444,"non-free lunch"
3643,52,"male","white","1st qtr - jan,feb,march",1980,413,468,"free lunch"
2960,52,"male","white","3rd qtr - july,aug,sept",1980,436,500,"non-free lunch"
3513,52,"male","white","4th qtr - oct,nov,dec",1979,427,429,"non-free lunch"
4034,52,"female","white","2nd qtr - april,may,june",1980,439,528,"non-free lunch"
2712,52,"male","white","1st qtr - jan,feb,march",1980,492,513,"non-free lunch"
1776,52,"female","white","2nd qtr - april,may,june",1980,476,576,"non-free lunch"
2351,52,"male","white","3rd qtr - july,aug,sept",1980,391,459,"non-free lunch"
926,52,"male","white","2nd qtr - april,may,june",1980,376,423,"non-free lunch"
709,52,"male","white","1st qtr - jan,feb,march",1980,443,536,"non-free lunch"
863,52,"female","white","2nd qtr - april,may,june",1980,421,449,"non-free lunch"
2681,52,"male","white","2nd qtr - april,may,june",1980,402,454,"free lunch"
3113,52,"male","white","2nd qtr - april,may,june",1980,430,468,"non-free lunch"
804,52,"female","white","3rd qtr - july,aug,sept",1980,465,489,"non-free lunch"
1200,52,"female","white","1st qtr - jan,feb,march",1980,445,444,"non-free lunch"
730,52,"female","white","1st qtr - jan,feb,march",1980,440,559,"non-free lunch"
1400,52,"female","white","1st qtr - jan,feb,march",1980,460,559,"non-free lunch"
4018,52,"female","white","3rd qtr - july,aug,sept",1980,448,494,"non-free lunch"
1300,52,"female","white","3rd qtr - july,aug,sept",1979,443,489,"non-free lunch"
1768,52,"female","white","2nd qtr - april,may,june",1980,442,576,"non-free lunch"
2339,53,"male","white","4th qtr - oct,nov,dec",1979,453,494,"non-free lunch"
3062,53,"female","white","4th qtr - oct,nov,dec",1979,437,478,"free lunch"
1917,53,"male","white","2nd qtr - april,may,june",1980,434,494,"non-free lunch"
1224,53,"female","white","4th qtr - oct,nov,dec",1979,451,520,"non-free lunch"
3659,53,"female","white","3rd qtr - july,aug,sept",1979,439,506,"free lunch"
2175,53,"male","white","2nd qtr - april,may,june",1979,408,473,"free lunch"
2128,53,"female","white","3rd qtr - july,aug,sept",1980,430,459,"free lunch"
658,53,"female","white","1st qtr - jan,feb,march",1980,428,463,"non-free lunch"
1536,53,"male","white","3rd qtr - july,aug,sept",1980,430,463,"non-free lunch"
18,53,"male","white","2nd qtr - april,may,june",1980,431,454,"non-free lunch"
3576,53,"male","white","4th qtr - oct,nov,dec",1979,425,444,"non-free lunch"
3568,53,"female","white","1st qtr - jan,feb,march",1980,422,489,"free lunch"
3061,53,"female","white","2nd qtr - april,may,june",1980,NA,NA,"non-free lunch"
1654,53,"female","white","3rd qtr - july,aug,sept",1980,433,444,"non-free lunch"
2114,53,"male","white","4th qtr - oct,nov,dec",1979,437,463,"non-free lunch"
1866,53,"female","white","2nd qtr - april,may,june",1980,470,478,"non-free lunch"
2018,53,"male","white","3rd qtr - july,aug,sept",1979,450,494,"non-free lunch"
563,53,"female","white","4th qtr - oct,nov,dec",1979,419,478,"non-free lunch"
2796,53,"female","white","3rd qtr - july,aug,sept",1980,421,449,"free lunch"
3573,53,"female","white","1st qtr - jan,feb,march",1980,456,484,"non-free lunch"
1550,53,"female","white","3rd qtr - july,aug,sept",1980,402,434,"free lunch"
1277,53,"male","white","4th qtr - oct,nov,dec",1979,431,449,"free lunch"
2325,53,"female","white","1st qtr - jan,feb,march",1980,445,506,"non-free lunch"
3128,53,"female","white","3rd qtr - july,aug,sept",1980,419,418,"non-free lunch"
1283,53,"male","white","4th qtr - oct,nov,dec",1979,458,494,"non-free lunch"
3042,54,"male","black","1st qtr - jan,feb,march",1979,437,506,"free lunch"
3540,54,"female","white","3rd qtr - july,aug,sept",1980,439,528,"non-free lunch"
3218,54,"male","white","3rd qtr - july,aug,sept",1980,463,536,"non-free lunch"
1198,54,"female","white","3rd qtr - july,aug,sept",1980,460,536,"non-free lunch"
2122,54,"female","white","3rd qtr - july,aug,sept",1979,492,559,"non-free lunch"
2393,54,"male","white","2nd qtr - april,may,june",1980,448,506,"non-free lunch"
1958,54,"male","white","3rd qtr - july,aug,sept",1980,411,468,"non-free lunch"
1746,54,"male","black","3rd qtr - july,aug,sept",1979,419,506,"free lunch"
1062,54,"male","black","1st qtr - jan,feb,march",1980,NA,NA,"non-free lunch"
2620,54,"male","white","2nd qtr - april,may,june",1980,468,576,"non-free lunch"
2958,54,"male","black","1st qtr - jan,feb,march",1980,400,439,"free lunch"
2084,54,"female","white","1st qtr - jan,feb,march",1980,460,528,"non-free lunch"
529,54,"female","white","4th qtr - oct,nov,dec",1979,474,626,"non-free lunch"
755,54,"male","white","2nd qtr - april,may,june",1980,472,547,"non-free lunch"
2775,54,"male","black","4th qtr - oct,nov,dec",1979,428,513,"free lunch"
24,54,"female","black","1st qtr - jan,feb,march",1980,422,434,"free lunch"
3798,54,"male","white","4th qtr - oct,nov,dec",1979,460,528,"non-free lunch"
89,54,"female","white","1st qtr - jan,feb,march",1980,453,520,"free lunch"
435,54,"female","white","2nd qtr - april,may,june",1980,465,494,"free lunch"
294,54,"female","white","1st qtr - jan,feb,march",1978,NA,NA,"free lunch"
1298,54,"male","white","2nd qtr - april,may,june",1980,495,547,"free lunch"
691,54,"male","white","1st qtr - jan,feb,march",1980,427,500,"non-free lunch"
2422,54,"female","white","1st qtr - jan,feb,march",1980,478,576,"non-free lunch"
