"","student_id","mother_educ","father_educ","gender","computer","internet","math","read","science","desk","room","television","computer_n","car","book","wealth","escs"
"1023","72435559","ISCED 3A","ISCED 3B, C","female","yes","yes",558.874,NA,556.888,"yes","yes","2","2","1","101-200",-0.7178,-0.085
"1024","72435647","ISCED 2","ISCED 3A","female","yes","yes",618.183,NA,639.124,"yes","no","2","1","1","11-25",-0.701,-1.0143
"1025","72400985","ISCED 2","ISCED 1","female","yes","yes",614.293,NA,563.828,"yes","yes","2","1","2","0-10",-0.055,-0.3843
"1026","72407012","ISCED 3A","ISCED 3A","male","yes","yes",603.686,NA,598.707,"yes","yes","2","1","2","101-200",-0.716,0.7072
"1027","72431674","ISCED 3A","ISCED 3A","female","yes","yes",449.592,NA,537.36,"yes","yes","3+","3+","1","201-500",0.4229,1.1906
"1028","72426741","ISCED 3A","ISCED 3A","male","yes","yes",627.994,NA,535.779,"yes","yes","1","1","1","201-500",-0.5386,0.7644
"1029","72403392","ISCED 2","ISCED 3A","male","yes","yes",541.148,NA,597.406,"yes","yes","3+","2","2","26-100",0.3756,-0.6163
"1030","72441293","ISCED 3A","ISCED 3A","female","yes","yes",573.491,NA,548.502,"yes","yes","2","3+","2","201-500",-0.2649,1.019
"1031","72411537","ISCED 3A","ISCED 3A","male","yes","yes",587.578,NA,600.223,"yes","yes","2","2","1","201-500",0.0229,1.2801
"1032","72405283","ISCED 3A","ISCED 3A","male","yes","yes",716.342,NA,640.37,"yes","yes","3+","3+","2","201-500",0.1915,1.4515
"1033","72444982","ISCED 3A","ISCED 3A","female","yes","yes",471.565,NA,427.994,"yes","no","1","2","2","101-200",0.3263,1.2909
"1034","72419768","ISCED 3A","ISCED 2","male","yes","yes",496.403,NA,531.304,"yes","yes","3+","2","1","0-10",-0.8351,-1.3551
"1035","72430085","ISCED 1","ISCED 2","female","yes","yes",351.477,NA,351.932,"yes","yes","2","1","3+","11-25",-0.7984,-1.611
"1036","72420412","ISCED 3B, C","ISCED 3B, C","male","yes","yes",558.19,NA,555.4,"yes","yes","3+","2","3+","26-100",0.855,0.8164
"1037","72406398","ISCED 1","ISCED 2","female","yes","yes",454.412,NA,514.96,"yes","yes","1","2","1","101-200",-0.3805,-1.0556
"1038","72403114","ISCED 3A","ISCED 3A","male","yes","yes",523.659,NA,569.057,"yes","yes","2","3+","3+","201-500",1.9982,1.5783
"1039","72443020","ISCED 2","ISCED 2","female","yes","yes",489.476,NA,486.434,"yes","yes","3+","1","1","11-25",-0.3106,-1.373
"1040","72434080",NA,NA,"male","yes","yes",379.881,NA,403.652,"yes","yes","3+","3+","2","more than 500",1.0607,NA
"1041","72428867","ISCED 3A","ISCED 3B, C","female","yes","yes",307.484,NA,390.226,"yes","no","2","3+","1","26-100",-0.1164,-0.3623
"1042","72432064","ISCED 3B, C","ISCED 3B, C","female","yes","yes",495.896,NA,536.95,"yes","yes","2","1","2","201-500",-0.2333,0.6126
"1043","72423249","ISCED 3A","less than ISCED1","male","no","yes",293.263,NA,261.314,"yes","yes","3+","1","3+","0-10",0.3431,-1.1323
"1044","72403111","ISCED 3A","ISCED 3A","male","yes","yes",412.809,NA,427.784,"yes","yes","3+","2","2","11-25",0.3827,-0.2619
"1045","72400115","ISCED 1","ISCED 1","male","yes","yes",521.532,NA,453.679,"yes","yes","1","0","2","more than 500",-0.3077,-0.6008
"1046","72436120","ISCED 3B, C","ISCED 3B, C","female","yes","yes",535.696,NA,569.976,"yes","yes","3+","2","2","26-100",0.6235,0.6448
"1047","72432578","ISCED 1","ISCED 3A","male","yes","yes",457.295,NA,503.282,"yes","yes","1","3+","2","26-100",0.0911,-0.0269
"1048","72430453","ISCED 3A","ISCED 3A","female","yes","yes",465.342,NA,507.35,"yes","yes","1","2","0","11-25",-0.6845,-0.1911
"1049","72422032","ISCED 3A","ISCED 3B, C","female","yes","yes",664.608,NA,553.09,"yes","no","3+","3+","1","26-100",0.5026,1.3939
"1050","72418675","ISCED 3A","ISCED 2","male","yes","yes",417.323,NA,421.495,"yes","yes","3+","2","1","11-25",-0.1066,-0.9989
"1051","23301118","ISCED 3A","ISCED 3A","female","yes","yes",555.667,529.365,559.923,"yes","yes","2","2","1","26-100",-1.1892,-0.3489
"1052","23307685","ISCED 2","ISCED 2","male","no","yes",582.659,585.217,607.211,"yes","no","1","2","1","11-25",-0.6676,-0.646
"1053","23300201","ISCED 3A","ISCED 3A","female","yes","yes",564.178,629.966,703.962,"yes","yes","3+","3+","3+","26-100",0.8662,1.1552
"1054","23304248","ISCED 3A","ISCED 3A","male","yes","yes",569.876,591.857,545.732,"yes","yes","3+","3+","2","101-200",0.3206,-0.3788
"1055","23305374","ISCED 1","ISCED 3A","male","yes","yes",387.213,309.69,384.067,"yes","yes","3+","3+","3+","0-10",1.2489,0.3345
"1056","23304078","ISCED 3A","ISCED 3A","female","yes","yes",542.877,548.806,449.108,"yes","yes","2","3+","1","26-100",-0.2904,-1.0903
"1057","23302213","ISCED 3A","ISCED 3B, C","male","yes","yes",595.544,586.712,610.888,"yes","yes","2","3+","3+","26-100",0.7019,0.6076
"1058","23300078","ISCED 3A","ISCED 3A","female","yes","yes",550.869,698.135,708.399,"yes","no","2","3+","1","101-200",-0.1725,-0.3416
"1059","23303718","ISCED 3A","ISCED 3B, C","female","yes","yes",415.506,422.113,438.696,"yes","no","1","3+","2","201-500",-0.5007,0.8629
"1060","23302412","ISCED 3A","ISCED 2","female","yes","yes",337.267,446.334,426.932,"yes","yes","3+","2","3+","0-10",0.7972,0.8034
"1061","23302998",NA,"ISCED 3A","female","no","yes",459.884,548.084,524.608,"yes","yes","1","2","1","0-10",-0.7671,-0.0991
"1062","23304488","ISCED 3A","ISCED 3B, C","female","yes","yes",433.173,482.371,482.028,"yes","yes","2","3+","3+","26-100",0.3899,0.609
"1063","23303511","ISCED 3A","ISCED 3A","male","yes","yes",504.458,485.513,511.48,"yes","no","1","2","1","101-200",-0.6894,-0.08
"1064","23301456","ISCED 3A","ISCED 3B, C","female","yes","yes",454.746,474.41,401.541,"yes","yes","2","1","1","26-100",-0.5093,-0.0196
"1065","23304921","ISCED 3A","ISCED 3A","male","yes","yes",408.457,402.166,424.41,"yes","yes","3+","3+","3+","26-100",0.9028,0.3521
"1066","23305902","ISCED 3A","ISCED 3A","female","no","yes",518.121,513.686,500.778,"yes","yes","2","3+","2","more than 500",0.7035,1.2332
"1067","23302030","ISCED 3A","ISCED 3B, C","female","yes","yes",503.467,488.414,518.961,"yes","yes","3+","2","2","101-200",0.3488,1.1143
"1068","23306811","ISCED 2","ISCED 3A","male","yes","yes",539.562,528.912,538.675,"yes","yes","3+","3+",NA,"0-10",2.1865,0.8696
"1069","23305879","ISCED 2","ISCED 2","female","yes","yes",567.496,507.469,560.492,"yes","yes","1","3+","1","201-500",0.0551,1.2151
"1070","23300221","ISCED 2","ISCED 2","female","yes","yes",385.287,394.182,449.151,NA,"yes","1","3+","3+","101-200",0.2311,-0.236
"1071","23303113","ISCED 2","ISCED 3B, C","male","yes","yes",430.135,436.872,458.588,"yes","yes","1","2","1","0-10",-0.6691,-1.3377
"1072","23307197","ISCED 3A","ISCED 3A","female","yes","yes",578.233,662.472,657.388,"yes","yes","2","3+",NA,"26-100",0.3584,0.7822
"1073","23306985","ISCED 3B, C","ISCED 3A","female","yes","yes",440.916,545.807,456.589,"yes","yes","2","3+","1","26-100",-0.199,0.4004
"1074","23307267","ISCED 2","ISCED 2","female","yes","yes",423.419,412.004,425.362,"yes","yes","1","2","2","0-10",-0.8385,-1.3754
"1075","23304474","ISCED 3A","ISCED 2","male","yes","yes",610.485,524.891,573.534,"yes","yes","3+","2","1","201-500",-0.2713,0.6159
"1076","23306486","ISCED 3A","ISCED 3B, C","male","yes","yes",582.237,632.272,611.238,"yes","yes","2","3+","3+","0-10",0.8355,0.7668
"1077","23303853","ISCED 3A","ISCED 3A","male","yes","yes",640.561,556.924,533.947,"yes","yes","1","2","1","101-200",-0.5476,-0.0847
"1078","23304891","ISCED 3A","ISCED 3A","female","yes","yes",579.284,558.894,611.799,"yes","yes","1","3+","2","26-100",0.5833,1.2688
"1079","23307532","ISCED 3A","ISCED 3B, C","female","yes","yes",525.601,551.995,578.864,"yes","yes","2","2","1","101-200",-0.3627,0.0608
"1080","23301049","ISCED 3A","ISCED 3A","female","yes","yes",448.295,532.177,506.603,"no","yes","2","3+","1","201-500",-0.587,0.7028
"1081","23304433","ISCED 3B, C","ISCED 3A","female","yes","yes",493.624,641.407,564.274,"yes","yes","1","2","1","101-200",-0.5212,0.4018
"1082","23305395","ISCED 2","ISCED 3A","male","yes","yes",575.967,554.029,628.557,"yes","yes","3+","1","2","26-100",0.2082,0.0695
"1083","23305508","ISCED 3B, C","ISCED 3A","female","no","yes",420.057,550.902,520.642,"yes","yes","2","2","1","26-100",-0.6979,-0.5
"1084","23306556","ISCED 3A","ISCED 3A","female","yes","yes",550.724,615.024,590.983,"yes","no","2","1","1","26-100",-0.8038,-0.3236
"1085","23304038","ISCED 3A","ISCED 2","female","yes","yes",392.257,427.932,427.486,"yes","yes","2","2","1","11-25",-0.4064,-0.7861
"1086","23306899","ISCED 2","ISCED 3B, C","male","yes","yes",505.183,491.89,502.482,"yes","yes","0","2","0","101-200",-0.7901,0.2011
"1087","23305788","ISCED 3A","ISCED 3A","male","yes","yes",591.381,472.579,534.685,"yes","yes","3+","3+","3+","26-100",1.2489,1.0949
"1088","23300936","ISCED 3B, C","ISCED 3B, C","male","yes","yes",509.886,530.069,535.425,"yes","no","2","1","1","26-100",-0.8038,-1.0282
"1089","23307344",NA,NA,"male",NA,NA,429.485,398.205,480.007,NA,NA,NA,NA,NA,NA,NA,NA
"1090","23307119","ISCED 3A","ISCED 2","female","no","yes",475.687,488.431,514.966,"yes","yes","1","1","1","201-500",-1.2673,-0.3119
"1091","23306407","ISCED 3B, C","ISCED 2","female","yes","yes",394.44,453.728,457.182,"yes","yes","1","0","0","11-25",-1.7977,-0.5477
"1092","23305559","ISCED 3A","ISCED 1","male","yes","yes",315.969,278.053,331.306,"yes","no","2","3+","1","more than 500",0.2961,-0.2047
"1093","23305564","ISCED 3A","ISCED 3A","male","yes","yes",387.786,525.85,458.755,"yes","yes","3+","3+","1","26-100",0.4732,0.8995
"1094","23305931","ISCED 3A","ISCED 3B, C","female","yes","yes",515.662,498.386,527.619,"yes","yes","2","2","3+","11-25",0.1562,-0.1536
"1095","23306081","ISCED 3A","ISCED 3A","female","no","yes",523.153,586.77,614.207,"yes","yes","2","2","1","101-200",-1.1306,0.653
"1096","23302582","ISCED 3A","ISCED 3A","female","yes","yes",398.057,505.468,465.297,"yes","yes","2","3+","2","26-100",-0.3858,-0.0802
"1097","23302271","ISCED 3A","ISCED 3A","female","yes","yes",610.432,618.886,638.943,"yes","yes","3+","3+","1","201-500",0.2949,-0.3501
"1098","23307287","ISCED 3A","ISCED 3A","female","yes","yes",517.406,627.593,539.776,"yes","yes","3+","2","3+","101-200",1.4592,0.2208
"1099","23306426","ISCED 2","ISCED 2","female","yes","yes",430.166,457.137,442.578,"yes","yes","2","2","1","26-100",-0.2666,-0.054
"1100","23305393","ISCED 3B, C","ISCED 3B, C","female","yes","yes",423.2,458.51,512.058,"yes","yes","2","2","1","0-10",-0.7586,-1.3068
"1101","24602156","ISCED 3A","ISCED 3A","female","no","yes",490.499,550.92,521.012,"yes","yes","2","1","1","11-25",-1.2903,-1.313
"1102","24607611","ISCED 3A","ISCED 3A","male","yes","yes",497.836,517.06,537.2,"yes","yes","3+","3+","3+","26-100",1.4394,1.4632
"1103","24600107","ISCED 3A","ISCED 3A","female","yes","yes",541.818,553.211,489.28,"yes","yes","1","1","2","101-200",-0.9403,-0.7145
"1104","24602458","ISCED 1","ISCED 3A","female","yes","yes",553.78,601.622,619.47,"yes","yes","2","3+","1","201-500",-0.2522,0.8459
"1105","24607145","ISCED 3A","ISCED 3A","male","yes","yes",537.984,565.301,615.316,"yes","yes","2","3+","2","101-200",0.0013,0.8066
"1106","24605919","ISCED 3A","ISCED 3A","male","yes","yes",419.561,432.181,428.102,"yes","yes","2","2","2","11-25",-0.11,-0.3159
"1107","24604597","ISCED 3A","ISCED 3A","female","yes","yes",606.737,668.328,627.379,"yes","yes","3+","3+","3+","201-500",2.3699,1.1163
"1108","24601029","ISCED 3A","ISCED 3A","female","yes","yes",573.819,678.872,620.868,"yes","yes","2","2","2","101-200",-0.4968,1.291
"1109","24600259","ISCED 3A","ISCED 3A","female","yes","yes",567.668,626.027,543.839,"yes","yes","3+","3+","2","101-200",0.9776,0.0799
"1110","24602841","ISCED 3A","ISCED 3A","male","yes","yes",444.171,481.171,514.707,"yes","yes","3+","3+","2","26-100",0.9392,-0.5274
"1111","24603920","ISCED 3A","ISCED 3A","male","yes","yes",450.035,396.668,320.653,"yes","no","2","2","2","26-100",-0.6345,-1.1337
"1112","24607082","ISCED 3A","ISCED 3A","female","yes","yes",554.163,586.394,600.941,"no","yes","2","2","2","101-200",0.1939,0.7625
"1113","24608241","ISCED 3A","ISCED 3A","female","yes","yes",675.512,737.313,726.176,"yes","yes","2","3+","3+","101-200",1.1911,1.3789
"1114","24602615","ISCED 3A","ISCED 3A","female","yes","yes",576.259,583.353,595.698,"yes","no","1","2","2","26-100",-0.286,0.7688
"1115","24601659","ISCED 3A","ISCED 3A","male","yes","yes",507.775,452.093,451.5,"yes","yes","3+","3+",NA,"26-100",0.5772,0.7638
"1116","24606427","ISCED 3A","ISCED 3A","male","yes","yes",511.635,503.301,573.931,"yes","yes","2","3+","1","more than 500",-0.0729,0.7643
"1117","24607943","ISCED 3A","ISCED 3A","female","no","yes",498.231,617.8,584.984,"yes","yes","2","1","1","26-100",-0.7251,-0.563
"1118","24604958","ISCED 3A","ISCED 3A","male","yes","yes",498.687,540.815,556.1,"yes","no","1","2","2","101-200",-0.4031,-0.3026
"1119","24607383","ISCED 3A","ISCED 3A","male","yes","yes",563.893,569.726,488.796,"yes","yes","2","2","2","101-200",0.4164,1.2005
"1120","24607132","ISCED 3A","ISCED 3A","male","yes","yes",482.467,538.534,545.866,"yes","yes","3+","3+","2","101-200",0.1611,-0.8481
"1121","24602876","ISCED 3A","ISCED 3A","female","yes","yes",375.107,412.65,364.417,"yes","yes","1","1","1","11-25",-0.3888,0.217
"1122","24600674","ISCED 3A","ISCED 3A","female","yes","yes",630.443,596.898,630.811,"yes","yes","2","1","2","11-25",-0.1904,-0.8928
"1123","24600990",NA,"ISCED 3A","male","yes","yes",348.387,306.737,309.953,"yes","yes","3+","3+","3+","more than 500",1.1602,0.2991
"1124","24602406","ISCED 3A","ISCED 1","female","yes","yes",502.334,508.956,486.582,"yes","yes","3+","1","3+","26-100",-0.5088,-0.1892
"1125","24604714","ISCED 3A","ISCED 3A","female","yes","yes",488.267,538.062,489.986,"yes","yes","0","2","2","26-100",-0.4202,0.5696
"1126","24605005","ISCED 3A","ISCED 3A","male","yes","yes",496.256,450.594,463.287,"yes","yes","2","2","1","0-10",-0.2735,-0.1505
"1127","24602030","ISCED 3A","ISCED 3A","female","yes","yes",451.748,532.165,485.298,"yes","yes","3+","3+","1","11-25",-0.3049,-0.9748
"1128","24600218","ISCED 3A","ISCED 3A","female","yes","yes",421.917,483.284,476.681,"yes","yes","2","2","1","201-500",0.1485,0.949
"1129","24602749","ISCED 3A","ISCED 3A","male","yes","yes",569.156,557.89,641.671,"yes","yes","0","3+","1","26-100",-0.3837,0.8813
"1130","24608121","ISCED 3A","ISCED 3A","male","yes","yes",447.215,412.936,396.112,"yes","yes","2","1","2","26-100",-0.3954,1.0555
"1131","24600861","ISCED 3A","ISCED 3A","female","yes","yes",542.561,627.188,546.124,"yes","yes","1","3+","3+","101-200",0.2868,-0.2669
"1132","24605227","ISCED 3A","ISCED 3A","female","yes","yes",439.795,535.97,519.581,"yes","yes","3+","2","2","26-100",0.0477,0.7378
"1133","24606775","ISCED 3A","ISCED 3A","male","yes","yes",421.045,302.001,327.925,"yes","no","2","2","1","0-10",-0.0831,-0.5713
"1134","24602965","ISCED 3A","less than ISCED1","female","yes","yes",560.38,709.536,740.422,"yes","yes","1","3+","1","more than 500",-0.4069,0.8518
"1135","24606588","ISCED 3A","ISCED 3A","female","yes","yes",525.782,585.904,572.59,"yes","yes","1","3+","3+","more than 500",1.1047,1.6758
"1136","24600252","ISCED 3A","ISCED 3A","female","yes","yes",665.133,629.502,625.673,"yes","yes","2","3+","2","201-500",0.5381,1.3296
"1137","24601731","ISCED 3A","ISCED 3A","female","yes","yes",555.834,536.488,499.894,"yes","yes","2","2","2","26-100",-0.11,1.0494
"1138","24606897","ISCED 3A","ISCED 3A","female","no","yes",571.06,520.247,473.521,"yes","yes","3+","2","3+","101-200",1.4344,0.1923
"1139","24606553","ISCED 3A","ISCED 3A","male","yes","yes",378.426,349.217,451.224,"yes","yes","3+","3+","3+","201-500",1.8184,1.324
"1140","24605174","ISCED 3A","ISCED 3A","male","yes","yes",688.002,692.667,649.719,"yes","yes","1","3+","1","201-500",-0.6151,0.9542
"1141","24601479","ISCED 3A","ISCED 3A","male","yes","yes",380.446,414.98,353.386,"yes","yes","2","2","1","26-100",-0.117,0.1956
"1142","24604871","ISCED 2","ISCED 3A","female","yes","yes",491.909,486.163,453.237,"yes","yes","2","2","0","0-10",-0.9541,-0.5931
"1143","24600882","ISCED 3A","ISCED 3A","female","yes","yes",461.4,538.833,525.837,"yes","yes","1","3+","3+","more than 500",0.2868,1.2379
"1144","24600776","ISCED 3A","ISCED 3A","female","yes","yes",555.15,598.793,581.207,"yes","yes","2","3+","2","101-200",0.4403,1.3879
"1145","24603544","ISCED 3A","ISCED 3A","female","yes","yes",585.159,567.703,626.993,"yes","yes","3+","3+","2","26-100",0.3501,-0.6818
"1146","24603878","ISCED 3A","ISCED 3A","male","yes","yes",532.573,519.417,524.732,"yes","yes","3+","2","3+","101-200",0.3108,0.2022
"1147","24605735","ISCED 3A","ISCED 3A","female","yes","yes",464.35,460.673,484.449,"yes","yes","2","3+","1","26-100",-0.0729,0.1024
"1148","24602875","ISCED 3A","ISCED 3A","male","yes","yes",432.34,403.758,425.026,"yes","yes","2","2","2","26-100",0.7629,0.985
"1149","24601461","ISCED 3A","ISCED 3A","male","yes","yes",452.398,457.934,449.611,"yes","yes","3+","1","2","101-200",-0.4371,-0.6558
"1150","24603021","ISCED 3A","ISCED 3A","male","yes","yes",433.644,405.92,456.245,"yes","yes","2","3+","3+","26-100",0.4885,-0.5307
"1151","25005078","ISCED 3B, C","ISCED 3B, C","female","yes","yes",427.984,429.264,498.48,"yes","no","3+","3+","1","0-10",0.2958,-0.812
"1152","25003747","ISCED 3A","ISCED 3A","male","yes","yes",564.981,480.485,577.435,"yes","yes","3+","3+","2","101-200",0.0424,0.7209
"1153","25000048","ISCED 3A","ISCED 3A","female","yes","yes",576.741,588.521,533.485,"yes","yes","2","2","2","201-500",-0.2961,0.3567
"1154","25002517","ISCED 3B, C","ISCED 3B, C","male","yes","yes",461.719,359.132,431.081,"yes","yes","2","1","2","26-100",-0.3888,0.0369
"1155","25003324","ISCED 3B, C","ISCED 2","female","yes","yes",437.941,484.987,525.54,"yes","yes","3+","0","1","0-10",-0.4048,-0.8459
"1156","25004054","ISCED 3A","ISCED 2","male","yes","yes",396.839,372.606,362.503,"yes","yes","2","2","1","26-100",-0.57,-0.1689
"1157","25000551","ISCED 3B, C","ISCED 3A","female","yes","yes",555.979,496.6,503.146,"yes","no","1","2","1","26-100",-0.4968,-0.9601
"1158","25001472","ISCED 3B, C","ISCED 3B, C","female","yes","yes",486.231,455.736,428.164,"yes","yes","2","2","3+","0-10",0.2871,0.4813
"1159","25002518","ISCED 3B, C","ISCED 3B, C","male","yes","yes",534.662,506.911,529.2,"yes","yes","2","3+","2","0-10",-0.0507,-0.6828
"1160","25000650","ISCED 3A","ISCED 3A","female","yes","yes",485.542,593.787,599.706,"yes","yes","0","2","1","201-500",-0.9357,0.9956
"1161","25005064","ISCED 3A","ISCED 3A","female","yes","yes",505.456,555.308,492.815,"yes","yes","3+","3+","3+","201-500",1.4377,0.8427
"1162","25001855","ISCED 3A","ISCED 2","female","yes","yes",524.92,445.447,466.831,"yes","yes","3+","2","2","11-25",0.4205,0.6295
"1163","25004643","ISCED 3B, C","ISCED 3A","female","yes","yes",530.411,641.56,552.936,"yes","yes","1","3+","2","101-200",0.4859,0.6334
"1164","25004235","ISCED 3A","ISCED 3B, C","female","no","yes",466.253,447.96,448.112,"yes","yes","3+","1","3+","11-25",0.3645,0.1839
"1165","25002211","ISCED 3A","ISCED 3A","female","yes","yes",536.566,580.891,529.989,"yes","yes","3+","3+","3+","101-200",1.0864,-0.0215
"1166","25002802","ISCED 3B, C","ISCED 3B, C","female","yes","yes",540.95,488.925,517.002,"yes","yes","3+","2","2","26-100",0.1533,-0.2615
"1167","25000001",NA,"less than ISCED1","female","yes","yes",275.231,270.127,268.508,NA,"yes","1","0","0","0-10",-2.5801,-3.142
"1168","25003366","ISCED 2","ISCED 3B, C","male","yes",NA,295.651,349.018,313.622,NA,"yes","1","1","1","11-25",0.0302,-0.9045
"1169","25000268","ISCED 3A","ISCED 3A","female","yes","yes",595.851,599.879,574.887,"yes","no","1","3+","1","more than 500",-0.6714,0.2821
"1170","25006913","ISCED 3A","ISCED 3A","female","yes","yes",662.023,585.037,583.567,"yes","yes","3+","3+",NA,"26-100",0.2853,-0.6736
"1171","25000080",NA,"ISCED 3B, C","male","yes","yes",489.5,400.625,412.062,"yes","no","2","2","3+","11-25",-0.8501,-1.0253
"1172","25003128","ISCED 2","ISCED 3B, C","male","yes","yes",480.225,469.849,474.218,"yes","yes","3+","2","2","26-100",-0.1793,-1.052
"1173","25001579","ISCED 3A","ISCED 3A","male","yes","yes",508.882,469.204,517.959,"yes","yes","2","1","1","11-25",-1.3775,-0.0089
"1174","25007160","ISCED 3A","ISCED 3B, C","female","yes","yes",536.651,577.022,554.166,"yes","yes","3+","2","2","101-200",0.1031,-0.2187
"1175","25004603","ISCED 3A","ISCED 3A","male","yes","yes",396.472,355.761,490.96,"yes","yes","3+","3+","2","11-25",0.4574,0.0827
"1176","25001371","ISCED 3B, C","ISCED 3B, C","male","yes","yes",496.681,430.732,560.311,"yes","yes","3+","3+","3+","101-200",0.7765,0.7317
"1177","25004631","ISCED 3A","ISCED 3A","male","yes","yes",552.715,586.927,612.252,"yes","yes","1","2","3+","201-500",0.4595,1.265
"1178","25007167","ISCED 3B, C","ISCED 3A","female","yes","yes",470.75,500.892,518.799,"yes","yes","2","2","1","26-100",-0.57,0.1733
"1179","25006254","ISCED 3A","ISCED 3B, C","male","yes","yes",333.613,281.097,304.642,"yes","yes","2","3+","2","26-100",0.8605,0.0126
"1180","25004799","ISCED 3A","ISCED 3A","female","yes","yes",381.686,363.677,390.266,"yes","yes","2","3+","3+","11-25",0.7756,-0.0238
"1181","25000149","ISCED 3A","ISCED 3A","female","yes","yes",525.605,518.157,602.542,"yes","yes","3+","2","3+","101-200",0.7128,0.6101
"1182","25002724","ISCED 3A","ISCED 1","female","yes","yes",460.16,516.075,445.346,"yes","yes","3+","2","3+","26-100",0.6965,1.1659
"1183","25005669","ISCED 3B, C","ISCED 2","female","yes","yes",459.518,428.35,437.113,"yes","yes","1","1","2","101-200",-0.8396,0.4856
"1184","25000093","ISCED 3A","ISCED 2","female","yes","yes",471.064,473.607,467.251,"yes","yes","2","1","1","26-100",-1.4153,-0.2604
"1185","25002754","ISCED 3A","ISCED 3A","male","yes","yes",642.493,587.76,586.688,"yes","yes","3+","2","2","201-500",0.1707,1.0477
"1186","25002026","ISCED 3A","ISCED 3A","female","yes","yes",472.801,486.951,535.749,"yes","yes","2","3+","2","26-100",0.3237,1.1853
"1187","25001880","ISCED 3A","ISCED 3B, C","male","yes","yes",318.23,357.437,368.159,"yes","yes","3+","1","0","11-25",-0.4961,-0.3973
"1188","25001358","ISCED 3B, C","ISCED 3B, C","female","yes","yes",509.107,526.199,453.637,"yes","yes","2","1","3+","101-200",-0.7904,-0.0175
"1189","25002579","ISCED 2","ISCED 3B, C","female","yes","yes",488.223,488.255,400.985,"yes","yes","3+","2","2","26-100",-0.0531,0.3986
"1190","25001033","ISCED 3A","ISCED 2","male","yes","yes",578.44,637.365,620.821,"yes","yes","3+","2","2","201-500",0.0705,-0.6626
"1191","25006078","ISCED 3A","ISCED 3A","male","yes","yes",559.149,488.035,518.435,"yes","yes","3+","2","3+","26-100",0.4519,-0.0936
"1192","25003038","ISCED 3B, C","ISCED 3B, C","male","yes","yes",614.29,544.921,567.502,"yes","yes","2","3+","3+","101-200",0.8875,0.6199
"1193","25000020","ISCED 3A","ISCED 3B, C","male","yes","yes",493.446,489.834,517.796,"yes","yes","3+","1","2","26-100",-1.3718,-0.3305
"1194","25004004","ISCED 3A","ISCED 3A","female","yes","yes",600.634,606.478,598.763,"yes","yes","1","2","3+","101-200",0.5894,0.9914
"1195","25004032","ISCED 3B, C","ISCED 3A","female","yes","yes",367.964,492.722,391.805,"yes","yes","3+","3+","1","201-500",-0.0499,-0.4184
"1196","25000229","ISCED 3A","ISCED 2","female","yes","yes",494.184,498.514,455.497,"yes","yes","1","1","1","11-25",-0.6584,-0.6031
"1197","25001890","ISCED 1","ISCED 3B, C","male","yes","yes",331.871,287.309,249.279,"yes","no","3+","1","3+","11-25",0.1667,-1.0828
"1198","25003035","ISCED 3A","ISCED 3A","male","yes","yes",341.215,314.711,336.545,"yes","yes","2","3+","2","11-25",0.5705,0.1595
"1199","25004830","ISCED 2","ISCED 2","male","no","yes",431.281,462.629,380.106,"yes","yes","3+","1","3+","0-10",-0.6463,-2.159
"1200","25005040","ISCED 3A","ISCED 3A","female","yes","yes",604.495,571.172,552.364,"yes","yes","3+","3+","3+","11-25",1.0637,1.2125
"1201","82602173","ISCED 3A","ISCED 3B, C","female","yes","yes",478.613,507.723,517.63,"yes","yes","2","3+","1","26-100",0.3531,0.1676
"1202","82617154","ISCED 3B, C","ISCED 1","female","yes","yes",469.366,491.213,458.153,"no","no","1","1","1","0-10",-1.2708,-1.4635
"1203","82653962","ISCED 2",NA,"female","yes","yes",511.632,448.374,417.347,"yes","yes","1","1","1","26-100",-0.819,0.0275
"1204","82652385","ISCED 3B, C","ISCED 3B, C","male","yes","yes",438.583,391.115,482.051,"yes","yes","2","3+","1","26-100",-0.0015,-0.271
"1205","82612735","ISCED 3B, C","ISCED 3B, C","male","yes","yes",551.091,554.173,525.887,"yes","yes","3+","3+","3+","26-100",1.7462,0.6984
"1206","82608006","ISCED 3A","ISCED 3A","female","yes","yes",522.724,597.467,595.807,"yes","yes","1","3+","3+","101-200",0.945,1.554
"1207","82612722","ISCED 3A","ISCED 3A","male","yes","yes",419.592,320.61,417.931,"yes","yes","3+","3+","2","26-100",0.4246,0.8604
"1208","82600720","ISCED 3A","ISCED 3A","female","yes","yes",359.823,428.041,377.251,"yes","yes","3+","2","2","26-100",0.9004,1.321
"1209","82650946",NA,NA,"male","yes","yes",642.478,597.177,631.68,"no","yes","3+","2","1","11-25",0.3183,0.5792
"1210","82653560",NA,NA,"female","yes","yes",493.164,323.482,387.129,"yes","yes","3+","3+","3+","101-200",4.0894,1.4802
"1211","82613452","ISCED 3B, C","ISCED 3B, C","male","yes","yes",552.285,551.204,461.151,"yes","yes","3+","3+","2","26-100",1.0103,-0.456
"1212","82600069","ISCED 3A","ISCED 3A","male","yes","yes",496.525,523.469,483.792,"yes","yes","3+","3+","1","more than 500",0.3902,1.4234
"1213","82612748","ISCED 2","ISCED 2","male","yes","yes",450.76,243.695,373.047,"yes","yes","3+","2",NA,"11-25",0.5247,-0.7625
"1214","82606251","ISCED 3A","ISCED 3A","female","yes","yes",517.641,558.588,504.478,"yes","yes","2","2","2","26-100",0.2892,-0.3241
