LA_NAME,SCHOOL,ID,PCODE,ESTAB,P_CON,P_CON_NUM,WARD,WARD_NUM,LA_NUM,LAESTAB,OPEN,SEX,NUM_FSM,PER_FSM,SCH_TYPE,ADMIN_POL,DENOM,GIRL,BOY,STUDENT,NUM_BRIT_W,BRIT_W,NUM_IRISH,IRISH,NUM_IRISH_T,IRISH_T,NUM_WHITE_O,WHITE_O,NUM_GYPSY_ROMA,GYPSY_ROMA,NUM_CARIB_WB,CARIB_WB,NUM_AFRICA_WB,AFRICA_WB,NUM_ASIAN_WA,ASIAN_WA,NUM_MIXED_O,MIXED_O,NUM_INDIAN,INDIAN,NUM_PAKIST,PAKIST,NUM_BANG,BANG,NUM_ASIAN_O,ASIAN_O,NUM_CARIB,CARIB,NUM_AFRICA,AFRICA,NUM_BLACK_O,BLACK_O,NUM_CHIN,CHIN,NUM_OTHER,OTHER,NUM_UNCLASS,UNCLASS,NUM_ENGLISH,ENGLISH,NUM_ENGLISH_NO,ENGLISH_NO,NUM_LAN_UNCLASS,LANG_UNCLASS,LA_BRIT_W,LA_IRISH,LA_IRISH_T,LA_WHITE_O,LA_GYPSY_ROMA,LA_CARIB_WB,LA_AFRICA,LA_AFRICA_WB,LA_ASIAN_WA,LA_MIXED_O,LA_INDIAN,LA_PAKIST,LA_BANG,LA_ASIAN_O,LA_CARIB,LA_BLACK_O,LA_CHIN,LA_OTHER,LA_UNCLASS,DIFF_BRIT_W,DIFF_IRISH,DIFF_IRISH_T,DIFF_WHITE_O,DIFF_GYPSY_ROMA,DIFF_CARIB_WB,DIFF_AFRICA,DIFF_AFRICA_WB,DIFF_ASIAN_WA,DIFF_MIXED_O,DIFF_INDIAN,DIFF_PAKIST,DIFF_BANG,DIFF_ASIAN_O,DIFF_CARIB,DIFF_BLACK_O,DIFF_CHIN,DIFF_OTHER,INTEG
Camden,Holy Trinity and Saint Silas CofE Primary School NW1,100033,NW1 8DE,3361,Holborn and St Pancras,E14000750,Camden Town with Primrose Hill,E05000130,E09000007,2023361,,Mixed,27,13,State-funded primary,Not applicable,Church of England,105,100,207,71,40.1,2,1.1,0,0,27,15.3,1,0.6,15,8.5,4,2.3,3,1.7,8,4.5,0,0,0,0,24,13.6,1,0.6,5,2.8,6,3.4,2,1.1,6,3.4,2,1.1,0,0,113,63.8,64,36.2,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,17.4471895,0.0057643,0.1382205,0.4929763,0.5590458,5.3414047,13.375878,0.5645643,0.1122248,0.6141599,0.7730112,1.0289751,1.1588819,1.9340432,0.097512,0.0620764,2.6372274,4.8895567,51.232712
Camden,Kentish Town Church of England Primary School,100034,NW5 2TU,3370,Holborn and St Pancras,E14000750,Kentish Town,E05000139,E09000007,2023370,,Mixed,52,22.1,State-funded primary,Not applicable,Church of England,105,130,235,86,48,3,1.7,0,0,20,11.2,0,0,4,2.2,2,1.1,7,3.9,7,3.9,0,0,0,0,25,14,2,1.1,1,0.6,16,8.9,0,0,0,0,3,1.7,3,1.7,112,62.6,66,36.9,1,0.6,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,25.3471895,0.5942357,0.1382205,4.5929763,0.0409542,0.9585953,7.875878,0.6354357,2.0877752,1.2141599,0.7730112,1.0289751,0.7588819,1.4340432,2.297512,1.1620764,0.7627726,4.2895567,55.9922494
Camden,Rosary Roman Catholic Primary School,100035,NW3 2AE,3391,Hampstead and Kilburn,E14000727,Hampstead Town,E05000135,E09000007,2023391,,Mixed,62,18.3,State-funded primary,Not applicable,Roman Catholic,175,160,338,87,34.3,17,6.7,0,0,45,17.7,0,0,4,1.6,1,0.4,2,0.8,27,10.6,1,0.4,0,0,0,0,15,5.9,11,4.3,30,11.8,3,1.2,0,0,11,4.3,0,0,136,53.5,118,46.5,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,11.6471895,5.5942357,0.1382205,1.9070237,0.0409542,1.5585953,4.975878,1.3354357,1.0122248,5.4858401,0.3730112,1.0289751,14.7588819,3.3659568,1.402488,0.0379236,0.7627726,1.6895567,57.1151634
Camden,Richard Cobden Primary School,100022,NW1 0LL,2507,Holborn and St Pancras,E14000750,St Pancras and Somers Town,E05000143,E09000007,2022507,,Mixed,126,28.1,State-funded primary,Not applicable,No religious character,215,230,448,8,2.4,0,0,0,0,40,11.8,0,0,1,0.3,0,0,1,0.3,6,1.8,0,0,1,0.3,122,36,0,0,0,0,137,40.4,1,0.3,2,0.6,19,5.6,1,0.3,14,4.1,324,95.6,1,0.3,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,20.2528105,1.1057643,0.1382205,3.9929763,0.0409542,2.8585953,23.624122,1.7354357,1.5122248,3.3141599,0.7730112,0.7289751,21.2411181,2.5340432,2.897512,0.8620764,0.1627726,0.3895567,88.1643288
Camden,St Aloysius Roman Catholic Junior School,100037,NW1 1PS,3400,Holborn and St Pancras,E14000750,St Pancras and Somers Town,E05000143,E09000007,2023400,,Mixed,77,33.8,State-funded primary,Not applicable,Roman Catholic,105,125,228,46,20.2,7,3.1,0,0,20,8.8,0,0,5,2.2,5,2.2,2,0.9,5,2.2,1,0.4,2,0.9,12,5.3,10,4.4,7,3.1,85,37.3,6,2.6,0,0,15,6.6,0,0,83,36.4,145,63.6,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,2.4528105,1.9942357,0.1382205,6.9929763,0.0409542,0.9585953,20.524122,0.4645643,0.9122248,2.9141599,0.3730112,0.1289751,9.4588819,1.8659568,0.202488,1.4379236,0.7627726,0.6104433,52.233316
Camden,St Aloysius Roman Catholic Infant School,100038,NW1 1TA,3401,Holborn and St Pancras,E14000750,St Pancras and Somers Town,E05000143,E09000007,2023401,,Mixed,84,41.6,State-funded primary,Not applicable,Roman Catholic,110,95,202,27,22.7,3,2.5,0,0,7,5.9,0,0,3,2.5,9,7.6,5,4.2,3,2.5,1,0.8,0,0,15,12.6,3,2.5,2,1.7,26,21.8,5,4.2,2,1.7,7,5.9,1,0.8,60,50.4,59,49.6,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,0.0471895,1.3942357,0.1382205,9.8929763,0.0409542,0.6585953,5.024122,5.8645643,2.3877752,2.6141599,0.0269888,1.0289751,2.1588819,0.0340432,1.197512,3.0379236,0.9372274,0.0895567,36.5739016
Camden,St Dominic's Catholic Primary School,100039,NW5 4JS,3429,Holborn and St Pancras,E14000750,Gospel Oak,E05000134,E09000007,2023429,,Mixed,109,36.6,State-funded primary,Not applicable,Roman Catholic,130,165,298,71,33,1,0.5,6,2.8,29,13.5,0,0,13,6,1,0.5,5,2.3,24,11.2,0,0,0,0,0,0,12,5.6,7,3.3,28,13,5,2.3,2,0.9,11,5.1,0,0,129,60,85,39.5,1,0.5,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,10.3471895,0.6057643,2.6617795,2.2929763,0.0409542,2.8414047,3.775878,1.2354357,0.4877752,6.0858401,0.7730112,1.0289751,14.7588819,3.0659568,0.402488,1.1379236,0.1372274,0.8895567,52.5690182
Camden,St George the Martyr Church of England Primary School,100040,WC1N 2NX,3441,Holborn and St Pancras,E14000750,Holborn and Covent Garden,E05000138,E09000007,2023441,,Mixed,40,18.8,State-funded primary,Not applicable,Church of England,105,105,213,29,17,0,0,0,0,21,12.3,1,0.6,4,2.3,1,0.6,4,2.3,3,1.8,5,2.9,1,0.6,58,33.9,2,1.2,1,0.6,11,6.4,15,8.8,5,2.9,8,4.7,2,1.2,48,28.1,120,70.2,3,1.8,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,5.6528105,1.1057643,0.1382205,3.4929763,0.5590458,0.8585953,10.375878,1.1354357,0.4877752,3.3141599,2.1269888,0.4289751,19.1411181,1.3340432,2.297512,7.6379236,2.1372274,1.2895567,63.5140064
Camden,St Josephs Primary School,100041,WC2B 5NA,3482,Holborn and St Pancras,E14000750,Holborn and Covent Garden,E05000138,E09000007,2023482,,Mixed,55,23.7,State-funded primary,Not applicable,Roman Catholic,110,120,232,69,39.2,3,1.7,0,0,28,15.9,0,0,7,4,5,2.8,1,0.6,8,4.5,3,1.7,0,0,6,3.4,11,6.3,2,1.1,21,11.9,3,1.7,3,1.7,4,2.3,2,1.1,100,56.8,76,43.2,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,16.5471895,0.5942357,0.1382205,0.1070237,0.0409542,0.8414047,4.875878,1.0645643,1.2122248,0.6141599,0.9269888,1.0289751,11.3588819,3.7659568,1.797512,0.5379236,0.9372274,3.6895567,50.0788776
Camden,St Mary's Kilburn Church of England Primary School,100042,NW6 4PG,3517,Hampstead and Kilburn,E14000727,Kilburn,E05000140,E09000007,2023517,,Mixed,62,27.8,State-funded primary,Not applicable,Church of England,110,115,223,24,14.4,2,1.2,0,0,33,19.8,0,0,8,4.8,6,3.6,6,3.6,13,7.8,0,0,0,0,1,0.6,11,6.6,12,7.2,37,22.2,2,1.2,2,1.2,10,6,0,0,55,32.9,112,67.1,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,8.2528105,0.0942357,0.1382205,4.0070237,0.0409542,1.6414047,5.424122,1.8645643,1.7877752,2.6858401,0.7730112,1.0289751,14.1588819,4.0659568,4.302488,0.0379236,0.4372274,0.0104433,50.7518582
Camden,St Mary and St Pancras Church of England Primary School,100043,NW1 1QP,3521,Holborn and St Pancras,E14000750,St Pancras and Somers Town,E05000143,E09000007,2023521,,Mixed,68,29.7,State-funded primary,Not applicable,Church of England,110,115,229,33,19.1,0,0,0,0,16,9.2,0,0,7,4,0,0,1,0.6,6,3.5,0,0,1,0.6,64,37,9,5.2,3,1.7,16,9.2,3,1.7,1,0.6,10,5.8,3,1.7,56,32.4,113,65.3,4,2.3,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,3.5528105,1.1057643,0.1382205,6.5929763,0.0409542,0.8414047,7.575878,1.7354357,1.2122248,1.6141599,0.7730112,0.4289751,22.2411181,2.6659568,1.197512,0.5379236,0.1627726,0.1895567,52.606655
Camden,St Michael's Church of England Primary School,100044,NW1 0JA,3546,Holborn and St Pancras,E14000750,Camden Town with Primrose Hill,E05000130,E09000007,2023546,,Mixed,96,43.4,State-funded primary,Not applicable,Church of England,125,95,221,15,9,0,0,0,0,11,6.6,0,0,14,8.4,6,3.6,0,0,6,3.6,4,2.4,3,1.8,76,45.8,4,2.4,3,1.8,19,11.4,2,1.2,0,0,3,1.8,0,0,47,28.3,119,71.7,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,13.6528105,1.1057643,0.1382205,9.1929763,0.0409542,5.2414047,5.375878,1.8645643,1.8122248,1.5141599,1.6269888,0.7710249,31.0411181,0.1340432,1.097512,0.0379236,0.7627726,4.1895567,79.5998974
Camden,St Patrick's Catholic Primary School,100045,NW5 3AH,3560,Holborn and St Pancras,E14000750,Kentish Town,E05000139,E09000007,2023560,,Mixed,78,35,State-funded primary,Not applicable,Roman Catholic,105,115,223,35,20.7,6,3.6,3,1.8,17,10.1,1,0.6,2,1.2,0,0,2,1.2,6,3.6,1,0.6,0,0,4,2.4,8,4.7,4,2.4,66,39.1,5,3,4,2.4,5,3,0,0,63,37.3,103,60.9,3,1.8,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,1.9528105,2.4942357,1.6617795,5.6929763,0.5590458,1.9585953,22.324122,1.7354357,0.6122248,1.5141599,0.1730112,1.0289751,12.3588819,2.1659568,0.497512,1.8379236,1.6372274,2.9895567,63.1944302
Camden,St Paul's Church of England Primary School,100046,NW3 3DS,3568,Hampstead and Kilburn,E14000727,Swiss Cottage,E05000144,E09000007,2023568,,Mixed,33,15.7,State-funded primary,Not applicable,Church of England,110,100,210,87,48.1,1,0.6,0,0,32,17.7,0,0,2,1.1,1,0.6,5,2.8,9,5,1,0.6,3,1.7,9,5,4,2.2,0,0,16,8.8,2,1.1,3,1.7,2,1.1,4,2.2,114,63,67,37,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,25.4471895,0.5057643,0.1382205,1.9070237,0.0409542,2.0585953,7.975878,1.1354357,0.9877752,0.1141599,0.1730112,0.6710249,9.7588819,0.3340432,2.897512,0.0620764,0.9372274,4.8895567,60.03433
Camden,St Eugene de Mazenod Roman Catholic Primary School,100047,NW6 4LS,3649,Hampstead and Kilburn,E14000727,Kilburn,E05000140,E09000007,2023649,,Mixed,66,31.6,State-funded primary,Not applicable,Roman Catholic,105,105,209,45,25.1,0,0,2,1.1,29,16.2,0,0,8,4.5,8,4.5,1,0.6,5,2.8,2,1.1,0,0,0,0,13,7.3,6,3.4,49,27.4,2,1.1,0,0,9,5,0,0,73,40.8,105,58.7,1,0.6,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,2.4471895,1.1057643,0.9617795,0.4070237,0.0409542,1.3414047,10.624122,2.7645643,1.2122248,2.3141599,0.3269888,1.0289751,14.7588819,4.7659568,0.502488,0.0620764,0.7627726,0.9895567,46.4168832
Camden,Our Lady Roman Catholic Primary School,100048,NW1 0DP,3655,Holborn and St Pancras,E14000750,Camden Town with Primrose Hill,E05000130,E09000007,2023655,,Mixed,69,34.8,State-funded primary,Not applicable,Roman Catholic,105,90,198,38,21.6,8,4.5,1,0.6,29,16.5,0,0,3,1.7,4,2.3,4,2.3,13,7.4,1,0.6,4,2.3,8,4.5,5,2.8,2,1.1,29,16.5,11,6.3,3,1.7,12,6.8,1,0.6,72,40.9,104,59.1,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,1.0528105,3.3942357,0.4617795,0.7070237,0.0409542,1.4585953,0.275878,0.5645643,0.4877752,2.2858401,0.1730112,1.2710249,10.2588819,0.2659568,1.797512,5.1379236,0.9372274,0.8104433,31.3814376
Camden,Haverstock School,100049,NW3 2BQ,4104,Holborn and St Pancras,E14000750,Haverstock,E05000136,E09000007,2024104,,Mixed,467,38.1,State-funded secondary,Comprehensive,No religious character,495,730,1227,201,16.4,2,0.2,3,0.2,176,14.3,3,0.2,32,2.6,19,1.5,8,0.7,47,3.8,0,0,13,1.1,320,26.1,5,0.4,42,3.4,238,19.4,16,1.3,5,0.4,97,7.9,0,0,370,30.2,857,69.8,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,6.2528105,0.9057643,0.0617795,1.4929763,0.1590458,0.5585953,2.624122,0.2354357,1.1122248,1.3141599,0.7730112,0.0710249,11.3411181,2.1340432,0.502488,0.1379236,0.3627726,1.9104433,31.949739
Camden,Parliament Hill School,100050,NW5 1RL,4166,Holborn and St Pancras,E14000750,Highgate,E05000137,E09000007,2024166,,Girls,294,26.4,State-funded secondary,Comprehensive,No religious character,1060,55,1114,351,31.5,12,1.1,1,0.1,164,14.7,0,0,46,4.1,24,2.2,25,2.2,52,4.7,11,1,9,0.8,110,9.9,30,2.7,32,2.9,126,11.3,12,1.1,16,1.4,60,5.4,33,3,707,63.5,402,36.1,5,0.4,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,8.8471895,0.0057643,0.0382205,1.0929763,0.0409542,0.9414047,5.475878,0.4645643,0.3877752,0.4141599,0.2269888,0.2289751,4.8588819,0.1659568,0.002488,0.0620764,0.6372274,0.5895567,24.481038
Camden,Regent High School,100051,NW1 1RX,4196,Holborn and St Pancras,E14000750,St Pancras and Somers Town,E05000143,E09000007,2024196,,Mixed,321,38.6,State-funded secondary,Comprehensive,No religious character,365,465,831,48,5.8,3,0.4,0,0,68,8.2,0,0,10,1.2,9,1.1,9,1.1,14,1.7,5,0.6,4,0.5,395,47.5,10,1.2,11,1.3,187,22.5,7,0.8,1,0.1,50,6,0,0,138,16.6,692,83.3,1,0.1,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,16.8528105,0.7057643,0.1382205,7.5929763,0.0409542,1.9585953,5.724122,0.6354357,0.7122248,3.4141599,0.1730112,0.5289751,32.7411181,1.3340432,1.597512,0.3620764,0.6627726,0.0104433,75.1852154
Camden,Hampstead School,100052,NW2 3RT,4275,Hampstead and Kilburn,E14000727,Fortune Green,E05000132,E09000007,2024275,,Mixed,275,22.8,State-funded secondary,Comprehensive,No religious character,540,665,1205,165,13.7,5,0.4,2,0.2,206,17.1,0,0,38,3.2,36,3,32,2.7,49,4.1,30,2.5,97,8,86,7.1,81,6.7,83,6.9,177,14.7,20,1.7,3,0.2,67,5.6,28,2.3,507,42.1,697,57.8,1,0.1,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,8.9528105,0.7057643,0.0617795,1.3070237,0.0409542,0.0414047,2.075878,1.2645643,0.8877752,1.0141599,1.7269888,6.9710249,7.6588819,4.1659568,4.002488,0.5379236,0.5627726,0.3895567,42.3677076
Camden,Acland Burghley School,100053,NW5 1UJ,4285,Holborn and St Pancras,E14000750,Kentish Town,E05000139,E09000007,2024285,,Mixed,245,25.2,State-funded secondary,Comprehensive,No religious character,345,630,974,400,41.1,10,1,0,0,155,15.9,1,0.1,63,6.5,24,2.5,17,1.7,56,5.7,2,0.2,3,0.3,52,5.3,15,1.5,41,4.2,100,10.3,10,1,8,0.8,10,1,7,0.7,638,65.5,325,33.4,11,1.1,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,18.4471895,0.1057643,0.1382205,0.1070237,0.0590458,3.3414047,6.475878,0.7645643,0.1122248,0.5858401,0.5730112,0.7289751,9.4588819,1.0340432,1.302488,0.1620764,0.0372274,4.9895567,48.4234156
Camden,The Camden School for Girls,100054,NW5 2DB,4611,Holborn and St Pancras,E14000750,Cantelowes,E05000131,E09000007,2024611,,Girls,132,13.1,State-funded secondary,Comprehensive,No religious character,850,155,1006,392,39,13,1.3,1,0.1,172,17.1,0,0,38,3.8,16,1.6,28,2.8,82,8.2,2,0.2,0,0,93,9.2,6,0.6,14,1.4,102,10.1,2,0.2,5,0.5,37,3.7,3,0.3,601,59.7,405,40.3,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,16.3471895,0.1942357,0.0382205,1.3070237,0.0409542,0.6414047,6.675878,0.1354357,0.9877752,3.0858401,0.5730112,1.0289751,5.5588819,1.9340432,1.497512,0.9620764,0.2627726,2.2895567,43.5607864
Camden,Maria Fidelis Roman Catholic Convent School FCJ,100055,NW1 1TA,4652,Holborn and St Pancras,E14000750,St Pancras and Somers Town,E05000143,E09000007,2024652,,Mixed,224,35.7,State-funded secondary,Comprehensive,Roman Catholic,495,135,627,80,12.8,5,0.8,0,0,63,10,0,0,15,2.4,10,1.6,4,0.6,33,5.3,7,1.1,1,0.2,70,11.2,22,3.5,59,9.4,155,24.7,17,2.7,6,1,80,12.8,0,0,223,35.6,404,64.4,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,9.8528105,0.3057643,0.1382205,5.7929763,0.0409542,0.7585953,7.924122,0.1354357,1.2122248,0.1858401,0.3269888,0.8289751,3.5588819,0.9659568,6.502488,1.5379236,0.2372274,6.8104433,47.1158286
Camden,William Ellis School,100056,NW5 1RN,4688,Holborn and St Pancras,E14000750,Highgate,E05000137,E09000007,2024688,,Boys,215,25.1,State-funded secondary,Comprehensive,No religious character,105,755,858,222,25.9,13,1.5,4,0.5,143,16.7,0,0,24,2.8,18,2.1,17,2,59,6.9,3,0.3,0,0,101,11.8,12,1.4,27,3.1,132,15.4,8,0.9,4,0.5,68,7.9,3,0.3,434,50.6,424,49.4,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,3.2471895,0.3942357,0.3617795,0.9070237,0.0409542,0.3585953,1.375878,0.3645643,0.1877752,1.7858401,0.4730112,1.0289751,2.9588819,1.1340432,0.202488,0.2620764,0.2627726,1.9104433,17.2565272
Camden,La Sainte Union Catholic Secondary School,100059,NW5 1RP,5401,Holborn and St Pancras,E14000750,Highgate,E05000137,E09000007,2025401,,Girls,171,15.1,State-funded secondary,Comprehensive,Roman Catholic,1085,50,1134,193,17,67,5.9,1,0.1,150,13.2,0,0,37,3.3,29,2.6,25,2.2,58,5.1,4,0.4,1,0.1,10,0.9,8,0.7,71,6.3,350,30.9,11,1,1,0.1,118,10.4,0,0,770,67.9,364,32.1,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,5.6528105,4.7942357,0.0382205,2.5929763,0.0409542,0.1414047,14.124122,0.8645643,0.3877752,0.0141599,0.3730112,0.9289751,13.8588819,1.8340432,3.402488,0.1620764,0.6627726,4.4104433,54.283915
Camden,St Alban's Church of England Primary School,100036,EC1N 7SD,3398,Holborn and St Pancras,E14000750,Holborn and Covent Garden,E05000138,E09000007,2023398,,Mixed,66,29.9,State-funded primary,Not applicable,Church of England,130,90,221,15,9,0,0,0,0,23,13.8,0,0,3,1.8,5,3,0,0,4,2.4,8,4.8,0,0,53,31.7,8,4.8,7,4.2,28,16.8,3,1.8,1,0.6,6,3.6,3,1.8,47,28.1,118,70.7,2,1.2,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,13.6528105,1.1057643,0.1382205,1.9929763,0.0409542,1.3585953,0.024122,1.2645643,1.8122248,2.7141599,4.0269888,1.0289751,16.9411181,2.2659568,1.302488,0.6379236,0.1627726,2.3895567,52.8601718
Camden,Frank Barnes School for Deaf Children,100091,N1C 4BT,7008,Holborn and St Pancras,E14000750,St Pancras and Somers Town,E05000143,E09000007,2027008,,Mixed,15,53.6,State-funded special school,Not applicable,No religious character,20,10,28,3,13,0,0,0,0,1,4.3,0,0,1,4.3,0,0,0,0,0,0,0,0,3,13,4,17.4,0,0,3,13,4,17.4,0,0,0,0,2,8.7,2,8.7,5,21.7,18,78.3,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,9.6528105,1.1057643,0.1382205,11.4929763,0.0409542,1.1414047,0.624122,1.7354357,1.8122248,5.1141599,0.7730112,11.9710249,2.6411181,2.5340432,10.102488,1.1620764,0.7627726,2.7104433,65.5150506
Camden,Camden Centre for Learning (CCfL) Special School,100092,NW1 8DP,7137,Holborn and St Pancras,E14000750,Haverstock,E05000136,E09000007,2027137,,Mixed,20,71.4,State-funded special school,Not applicable,No religious character,5,25,28,17,60.7,2,7.1,0,0,1,3.6,0,0,1,3.6,0,0,0,0,1,3.6,0,0,0,0,1,3.6,0,0,0,0,4,14.3,0,0,0,0,0,0,1,3.6,24,85.7,4,14.3,0,0,22.6528105,1.1057643,0.1382205,15.7929763,0.0409542,3.1585953,16.775878,1.7354357,1.8122248,5.1141599,0.7730112,1.0289751,14.7588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,1.7661513,38.0471895,5.9942357,0.1382205,12.1929763,0.0409542,0.4414047,2.475878,1.7354357,1.8122248,1.5141599,0.7730112,1.0289751,11.1588819,2.5340432,2.897512,1.1620764,0.7627726,5.9895567,90.6995084
